mz	rt	intensity
325.1849417	19.81753349	9595.368164
325.3112965	23.97216606	1425.476685
326.0885058	5.169333458	1086
326.096675	7.710616589	1290
326.109469	1.271600008	1237
326.1107817	3.113349915	1814
326.1449368	1.271600008	8318
326.1879314	19.7033329	7758.443359
326.1880329	19.81753349	2454.733154
326.9417866	1.014666677	1343
327.0724655	4.712483406	1215
327.0944356	4.141333103	2581
327.1081803	8.695650101	1431.400024
327.1088109	10.03773308	1157.799927
327.143096	1.271600008	2000
328.1510992	5.012333393	4837.582031
328.1681103	16.37678337	1462
329.0703927	6.768300056	1164
329.0878352	2.842149973	3478
329.1526908	14.92048359	1937
329.1607038	13.1644001	2759
329.1608236	12.63618374	1076.884521
329.1763788	13.9638834	1130.339722
329.2701998	22.07329941	5675
330.0294418	3.498833418	3320
330.8499534	1.100316644	5029
331.0606953	5.726200104	1779
331.1128832	1.343050003	2047
331.1764367	14.10668373	72029.15625
331.1766521	13.84969997	1934.767456
331.2664283	21.28806686	5685.187988
331.2672432	20.68840027	3886.659912
331.2673723	22.20186615	2621.436768
331.2675861	19.31785011	1721.507568
331.2676819	19.90316582	1732.358521
331.2677693	20.46001625	2996.05957
331.2679056	22.7871666	5375.589355
331.2680752	21.94485092	9535.696289
332.1794404	14.09241676	21748
332.269049	21.43079948	1716.288452
332.2693161	21.95911598	2393
332.2696593	21.13105011	1827.221191
332.2696652	21.37369919	1641.877563
332.2698791	21.58791733	1684.506836
332.2705349	20.68840027	1071.952881
332.2706705	20.71694946	1046.856812
332.2710768	21.78775024	1685.015991
332.2714418	21.31661606	1672.80127
332.2715216	22.82998276	1647.319946
332.2719715	21.83065033	1448.463501
333.1348475	18.37551689	1453
333.1804349	14.12096691	2095
334.1257321	1.328766704	1300
335.0492547	1.371600032	64980
336.0510701	1.371600032	10237
336.0726116	5.183599949	5072
336.9699324	1.228783369	1034
337.0337143	5.240699768	1167
337.0562669	3.984333277	1450.700195
337.1610128	1.514333367	4675
337.2051959	20.04598427	4726
337.2351497	21.31661606	1276
337.2357578	21.53081703	1379.656982
337.2357809	21.65928268	2046.999878
337.235791	21.18815041	3465.868164
337.3109221	23.42966652	1252
338.0701265	10.78015041	2420
338.0878788	6.054500103	1597
338.0879102	3.613116741	2566
338.0880065	4.198433399	1422.779297
338.0881376	2.756433249	1780.400024
338.1087674	1.285866618	2075
338.1971602	16.37678337	1135
339.1083443	9.409500122	3719
339.1085696	5.212150097	1799
339.1948296	21.18815041	2132.234375
339.200011	20.27436638	2897.086182
339.200133	20.16018295	11221.52832
339.3271666	24.90021706	6916.400391
340.0723193	4.840950012	1081
340.2035759	20.17444992	3044
340.3303953	24.90021706	1374.363403
341.1083707	1.414416671	4051
341.1241426	5.611899853	1008.635254
341.1241914	11.179883	1274
341.2695779	21.38798332	1109.756226
341.2695992	21.25951576	8849.075195
343.0676	2.92779994	10436.60645
343.1397085	12.16495037	1561.292725
343.13984	11.89375019	5589.09668
343.1399508	12.30778313	1187.904541
344.0711309	1.343050003	1228
344.0712074	2.91351676	1586
344.109852	2.271033287	2014
344.1433387	11.87946701	1406
345.1555448	14.2066164	4469.380371
345.1556011	9.809267044	1318.979492
345.1556068	13.9067831	1128.357666
345.1556795	10.42319965	41134.23438
345.155923	10.73731709	14114.75293
345.1560217	6.69693327	5832.757324
345.2828255	20.68840027	2675.180664
345.2830453	20.34583282	1327.618408
345.2830456	20.9454174	2345.067871
345.283235	20.11736679	1250.103027
345.2832911	21.40225029	2507.799561
345.2832994	19.53195	1014.034668
345.2833383	22.23041725	3311.655762
345.2834277	21.94485092	5119.741699
345.2841316	23.91506577	1540.207886
345.2841599	19.86034966	1008.612122
345.2848224	21.31661606	3255.65332
345.2849654	22.7871666	3593.419922
346.158916	10.7515831	4970.399902
346.1589319	10.40891647	6992.22168
346.1591082	6.69693327	1209.799927
346.223857	14.24943352	1409
346.2833214	22.23041725	1339.447754
346.2835181	21.37369919	1125.945923
346.2850803	21.55936623	1007.194214
